,Date of Sale,Region,Product Type,Sales Channel,Customer Type,Sales Amount in US$,Units Sold,Marketing Spend in US$,Returning Customer,Date,Quater,Month,Profit
1639,29-06-2022,Asia,ERP,Online,Consumer,1247.0,9,1113.0,Yes,2022-06-29,2,June,134.0
1640,30-06-2022,Australia,ERP,Partner,Business,5829.0,5,2000.0,Yes,2022-06-30,2,June,3829.0
1641,01-07-2022,Asia,Database,Online,Business,3706.0,11,947.0,Yes,2022-07-01,3,July,2759.0
1642,02-07-2022,Asia,Antivirus,Direct Sales,Business,895.0,3,1967.0,No,2022-07-02,3,July,-1072.0
1643,03-07-2022,North America,CRM,Partner,Consumer,8881.0,4,805.0,No,2022-07-03,3,July,8076.0
1644,04-07-2022,North America,Database,Direct Sales,Consumer,2064.0,10,666.0,No,2022-07-04,3,July,1398.0
1645,05-07-2022,North America,Antivirus,Direct Sales,Business,7511.0,7,1626.0,No,2022-07-05,3,July,5885.0
1646,06-07-2022,Europe,ERP,Online,Consumer,2894.0,1,1553.0,Yes,2022-07-06,3,July,1341.0
1647,07-07-2022,South America,ERP,Direct Sales,Consumer,8148.0,6,1717.0,No,2022-07-07,3,July,6431.0
1648,08-07-2022,Europe,Database,Partner,Consumer,1272.0,8,1015.0,No,2022-07-08,3,July,257.0
1649,09-07-2022,South America,ERP,Direct Sales,Business,7585.0,17,1896.0,No,2022-07-09,3,July,5689.0
1650,10-07-2022,South America,DevTools,Direct Sales,Consumer,1071.0,7,679.0,Yes,2022-07-10,3,July,392.0
1651,11-07-2022,Asia,Database,Direct Sales,Business,4524.0,1,545.0,Yes,2022-07-11,3,July,3979.0
1652,12-07-2022,Asia,Antivirus,Direct Sales,Consumer,7367.0,9,951.0,No,2022-07-12,3,July,6416.0
1653,13-07-2022,South America,Database,Direct Sales,Consumer,1815.0,11,1696.0,No,2022-07-13,3,July,119.0
1654,14-07-2022,South America,CRM,Online,Business,2928.0,19,1509.0,No,2022-07-14,3,July,1419.0
1655,15-07-2022,Europe,Database,Partner,Consumer,8661.0,2,1154.0,Yes,2022-07-15,3,July,7507.0
1656,16-07-2022,Europe,ERP,Online,Consumer,8863.0,11,884.0,No,2022-07-16,3,July,7979.0
1657,17-07-2022,Asia,ERP,Partner,Consumer,545.0,3,589.0,No,2022-07-17,3,July,-44.0
1658,18-07-2022,North America,DevTools,Partner,Business,1764.0,17,1006.0,Yes,2022-07-18,3,July,758.0
1659,19-07-2022,South America,DevTools,Partner,Consumer,1263.0,10,1190.0,No,2022-07-19,3,July,73.0
1660,20-07-2022,Europe,DevTools,Partner,Consumer,1879.0,3,1531.0,No,2022-07-20,3,July,348.0
1661,21-07-2022,Asia,Antivirus,Partner,Consumer,9705.0,3,1469.0,No,2022-07-21,3,July,8236.0
1662,22-07-2022,Europe,DevTools,Direct Sales,Consumer,5561.0,7,1921.0,No,2022-07-22,3,July,3640.0
1663,23-07-2022,South America,Antivirus,Online,Consumer,4734.0,2,651.0,No,2022-07-23,3,July,4083.0
1664,24-07-2022,South America,DevTools,Online,Business,9846.0,1,1005.0,No,2022-07-24,3,July,8841.0
1665,25-07-2022,Australia,Antivirus,Direct Sales,Business,5614.0,7,1222.0,No,2022-07-25,3,July,4392.0
1666,26-07-2022,North America,Database,Partner,Consumer,6645.0,11,1506.0,No,2022-07-26,3,July,5139.0
1667,27-07-2022,Australia,Database,Online,Consumer,3394.0,6,1243.0,Yes,2022-07-27,3,July,2151.0
1668,28-07-2022,Asia,ERP,Direct Sales,Business,3883.0,4,1869.0,No,2022-07-28,3,July,2014.0
1669,29-07-2022,Europe,Antivirus,Direct Sales,Consumer,5985.0,19,1413.0,No,2022-07-29,3,July,4572.0
1670,30-07-2022,Asia,CRM,Online,Consumer,791.0,19,559.0,No,2022-07-30,3,July,232.0
1671,31-07-2022,South America,ERP,Online,Consumer,2633.0,14,670.0,Yes,2022-07-31,3,July,1963.0
1672,01-08-2022,Australia,Database,Partner,Consumer,2048.0,3,1630.0,No,2022-08-01,3,August,418.0
1673,02-08-2022,Australia,Antivirus,Partner,Consumer,257.0,4,1574.0,Yes,2022-08-02,3,August,-1317.0
1674,03-08-2022,Australia,DevTools,Online,Consumer,5415.0,8,730.0,No,2022-08-03,3,August,4685.0
1675,04-08-2022,Asia,CRM,Partner,Consumer,5654.0,18,588.0,Yes,2022-08-04,3,August,5066.0
1676,05-08-2022,South America,Database,Direct Sales,Consumer,3901.0,4,1368.0,Yes,2022-08-05,3,August,2533.0
1677,06-08-2022,Europe,ERP,Partner,Business,2760.0,11,1454.0,Yes,2022-08-06,3,August,1306.0
1678,07-08-2022,Europe,Antivirus,Partner,Business,6555.0,16,703.0,No,2022-08-07,3,August,5852.0
1679,08-08-2022,Asia,CRM,Direct Sales,Consumer,1433.0,3,1210.0,No,2022-08-08,3,August,223.0
1680,09-08-2022,Australia,Antivirus,Partner,Consumer,5234.0,7,959.0,Yes,2022-08-09,3,August,4275.0
1681,10-08-2022,North America,DevTools,Direct Sales,Consumer,7704.0,2,1897.0,No,2022-08-10,3,August,5807.0
1682,11-08-2022,Asia,ERP,Partner,Consumer,1727.0,1,829.0,Yes,2022-08-11,3,August,898.0
1683,12-08-2022,Asia,Antivirus,Online,Business,7557.0,1,1600.0,No,2022-08-12,3,August,5957.0
1684,13-08-2022,South America,Database,Partner,Business,7632.0,6,1277.0,No,2022-08-13,3,August,6355.0
1685,14-08-2022,Europe,ERP,Online,Business,693.0,19,517.0,Yes,2022-08-14,3,August,176.0
1686,15-08-2022,Asia,Database,Online,Business,286.0,7,1275.0,Yes,2022-08-15,3,August,-989.0
1687,16-08-2022,Asia,Antivirus,Online,Consumer,9742.0,5,649.0,No,2022-08-16,3,August,9093.0
1688,17-08-2022,Australia,ERP,Online,Consumer,2014.0,18,1489.0,Yes,2022-08-17,3,August,525.0
1689,18-08-2022,Australia,Database,Online,Consumer,8239.0,13,1348.0,Yes,2022-08-18,3,August,6891.0
1690,19-08-2022,North America,DevTools,Direct Sales,Business,5662.0,1,516.0,No,2022-08-19,3,August,5146.0
1691,20-08-2022,South America,DevTools,Direct Sales,Consumer,2718.0,10,807.0,Yes,2022-08-20,3,August,1911.0
1692,21-08-2022,North America,Antivirus,Direct Sales,Consumer,1387.0,9,1664.0,No,2022-08-21,3,August,-277.0
1693,22-08-2022,Australia,ERP,Online,Business,5017.0,17,914.0,No,2022-08-22,3,August,4103.0
1694,23-08-2022,Europe,CRM,Partner,Business,4133.0,1,1249.0,Yes,2022-08-23,3,August,2884.0
1695,24-08-2022,Australia,ERP,Direct Sales,Business,7019.0,1,968.0,Yes,2022-08-24,3,August,6051.0
1696,25-08-2022,South America,DevTools,Partner,Business,9051.0,7,1882.0,Yes,2022-08-25,3,August,7169.0
1697,26-08-2022,Australia,Database,Partner,Business,8072.0,4,1305.0,No,2022-08-26,3,August,6767.0
1698,27-08-2022,South America,CRM,Online,Consumer,2817.0,12,1544.0,Yes,2022-08-27,3,August,1273.0
1699,28-08-2022,South America,Antivirus,Online,Consumer,8801.0,16,625.0,No,2022-08-28,3,August,8176.0
1700,29-08-2022,South America,CRM,Online,Business,8351.0,14,561.0,Yes,2022-08-29,3,August,7790.0
1701,30-08-2022,South America,Antivirus,Direct Sales,Consumer,9298.0,10,889.0,Yes,2022-08-30,3,August,8409.0
1702,31-08-2022,South America,CRM,Online,Consumer,4641.0,14,964.0,No,2022-08-31,3,August,3677.0
1703,01-09-2022,Europe,Antivirus,Direct Sales,Consumer,7709.0,7,1532.0,Yes,2022-09-01,3,September,6177.0
1704,02-09-2022,North America,Antivirus,Direct Sales,Consumer,5957.0,4,1354.0,Yes,2022-09-02,3,September,4603.0
1705,03-09-2022,Asia,CRM,Direct Sales,Business,3174.0,2,1062.0,No,2022-09-03,3,September,2112.0
1706,04-09-2022,North America,CRM,Direct Sales,Consumer,9945.0,18,1481.0,Yes,2022-09-04,3,September,8464.0
1707,05-09-2022,South America,Antivirus,Online,Consumer,479.0,16,745.0,Yes,2022-09-05,3,September,-266.0
1708,06-09-2022,Europe,DevTools,Direct Sales,Consumer,1706.0,9,595.0,No,2022-09-06,3,September,1111.0
1709,07-09-2022,Australia,CRM,Online,Business,8936.0,5,1782.0,Yes,2022-09-07,3,September,7154.0
1710,08-09-2022,Europe,ERP,Online,Consumer,700.0,9,1346.0,Yes,2022-09-08,3,September,-646.0
1711,09-09-2022,South America,Database,Direct Sales,Business,8880.0,8,1474.0,No,2022-09-09,3,September,7406.0
1712,10-09-2022,Europe,Antivirus,Online,Business,7181.0,16,961.0,Yes,2022-09-10,3,September,6220.0
1713,11-09-2022,Europe,Antivirus,Partner,Business,463.0,18,1058.0,Yes,2022-09-11,3,September,-595.0
1714,12-09-2022,South America,Database,Online,Business,4350.0,4,624.0,Yes,2022-09-12,3,September,3726.0
1715,13-09-2022,Europe,DevTools,Online,Consumer,7569.0,16,1785.0,No,2022-09-13,3,September,5784.0
1716,14-09-2022,Asia,Database,Direct Sales,Business,5873.0,4,1389.0,Yes,2022-09-14,3,September,4484.0
1717,15-09-2022,Asia,CRM,Direct Sales,Business,9365.0,6,625.0,No,2022-09-15,3,September,8740.0
1718,16-09-2022,Europe,Database,Online,Business,8690.0,3,1707.0,Yes,2022-09-16,3,September,6983.0
1719,17-09-2022,Australia,Antivirus,Direct Sales,Business,3393.0,18,1166.0,Yes,2022-09-17,3,September,2227.0
1720,18-09-2022,South America,Database,Partner,Business,938.0,15,1648.0,Yes,2022-09-18,3,September,-710.0
1721,19-09-2022,Asia,ERP,Partner,Consumer,9448.0,8,519.0,Yes,2022-09-19,3,September,8929.0
1722,20-09-2022,Australia,CRM,Direct Sales,Business,5221.0,18,543.0,Yes,2022-09-20,3,September,4678.0
1723,21-09-2022,Europe,Database,Online,Consumer,837.0,3,756.0,Yes,2022-09-21,3,September,81.0
1724,22-09-2022,Australia,Antivirus,Partner,Consumer,8184.0,6,816.0,Yes,2022-09-22,3,September,7368.0
1725,23-09-2022,North America,CRM,Partner,Business,8698.0,15,1646.0,Yes,2022-09-23,3,September,7052.0
1726,24-09-2022,Asia,Antivirus,Online,Consumer,6430.0,12,1560.0,Yes,2022-09-24,3,September,4870.0
1727,25-09-2022,Europe,DevTools,Direct Sales,Consumer,4530.0,5,1424.0,No,2022-09-25,3,September,3106.0
1728,26-09-2022,South America,ERP,Partner,Consumer,6656.0,7,1827.0,Yes,2022-09-26,3,September,4829.0
1729,27-09-2022,Europe,DevTools,Online,Business,7096.0,15,871.0,No,2022-09-27,3,September,6225.0
1730,28-09-2022,South America,ERP,Online,Business,8941.0,7,1857.0,No,2022-09-28,3,September,7084.0
1731,29-09-2022,Europe,Database,Partner,Business,9563.0,13,1864.0,Yes,2022-09-29,3,September,7699.0
1732,30-09-2022,Australia,CRM,Direct Sales,Business,5192.0,3,1151.0,No,2022-09-30,3,September,4041.0
1733,01-10-2022,Australia,Database,Partner,Business,8005.0,13,642.0,No,2022-10-01,4,October,7363.0
1734,02-10-2022,Australia,ERP,Online,Business,9649.0,3,1590.0,No,2022-10-02,4,October,8059.0
1735,03-10-2022,North America,ERP,Partner,Business,1597.0,2,1005.0,No,2022-10-03,4,October,592.0
1736,04-10-2022,South America,ERP,Direct Sales,Consumer,281.0,4,1692.0,Yes,2022-10-04,4,October,-1411.0
1737,05-10-2022,Australia,Antivirus,Online,Consumer,8703.0,17,746.0,No,2022-10-05,4,October,7957.0
1738,06-10-2022,North America,CRM,Direct Sales,Business,2033.0,6,1309.0,Yes,2022-10-06,4,October,724.0
1739,07-10-2022,South America,Database,Partner,Consumer,521.0,11,1262.0,No,2022-10-07,4,October,-741.0
1740,08-10-2022,Europe,Database,Partner,Business,1685.0,6,650.0,No,2022-10-08,4,October,1035.0
1741,09-10-2022,North America,DevTools,Direct Sales,Business,3903.0,2,1045.0,No,2022-10-09,4,October,2858.0
1742,10-10-2022,Asia,ERP,Partner,Business,2271.0,17,627.0,Yes,2022-10-10,4,October,1644.0
1743,11-10-2022,North America,ERP,Direct Sales,Consumer,3122.0,3,1197.0,Yes,2022-10-11,4,October,1925.0
1744,12-10-2022,North America,ERP,Partner,Business,9755.0,12,1764.0,Yes,2022-10-12,4,October,7991.0
1745,13-10-2022,South America,Database,Direct Sales,Business,7074.0,14,905.0,Yes,2022-10-13,4,October,6169.0
1746,14-10-2022,Europe,DevTools,Direct Sales,Business,7151.0,2,1647.0,No,2022-10-14,4,October,5504.0
1747,15-10-2022,Asia,Antivirus,Online,Business,1037.0,5,775.0,Yes,2022-10-15,4,October,262.0
1748,16-10-2022,Australia,CRM,Online,Consumer,7348.0,10,1511.0,No,2022-10-16,4,October,5837.0
1749,17-10-2022,Australia,Antivirus,Direct Sales,Business,7420.0,10,1873.0,Yes,2022-10-17,4,October,5547.0
1750,18-10-2022,North America,Database,Partner,Consumer,6631.0,9,986.0,No,2022-10-18,4,October,5645.0
1751,19-10-2022,South America,ERP,Partner,Consumer,2362.0,13,1851.0,No,2022-10-19,4,October,511.0
1752,20-10-2022,South America,CRM,Partner,Business,4288.0,10,1258.0,Yes,2022-10-20,4,October,3030.0
1753,21-10-2022,Australia,Database,Direct Sales,Business,8478.0,6,975.0,No,2022-10-21,4,October,7503.0
1754,22-10-2022,Asia,Database,Direct Sales,Consumer,6735.0,11,1845.0,No,2022-10-22,4,October,4890.0
1755,23-10-2022,Europe,Database,Direct Sales,Consumer,7354.0,4,548.0,No,2022-10-23,4,October,6806.0
1756,24-10-2022,Asia,CRM,Direct Sales,Consumer,5915.0,14,542.0,No,2022-10-24,4,October,5373.0
1757,25-10-2022,Europe,CRM,Online,Consumer,4551.0,17,1400.0,No,2022-10-25,4,October,3151.0
1758,26-10-2022,Australia,DevTools,Direct Sales,Business,7615.0,2,1695.0,Yes,2022-10-26,4,October,5920.0
1759,27-10-2022,Europe,DevTools,Partner,Consumer,772.0,10,1627.0,Yes,2022-10-27,4,October,-855.0
1760,28-10-2022,South America,Antivirus,Online,Consumer,6764.0,3,619.0,No,2022-10-28,4,October,6145.0
1761,29-10-2022,North America,CRM,Partner,Consumer,9972.0,7,1925.0,No,2022-10-29,4,October,8047.0
1762,30-10-2022,North America,CRM,Direct Sales,Consumer,7824.0,7,1555.0,Yes,2022-10-30,4,October,6269.0
1763,31-10-2022,Australia,CRM,Online,Business,2977.0,1,1924.0,Yes,2022-10-31,4,October,1053.0
1764,01-11-2022,South America,DevTools,Direct Sales,Business,2850.0,8,994.0,Yes,2022-11-01,4,November,1856.0
1765,02-11-2022,Asia,Database,Online,Business,6705.0,1,1541.0,No,2022-11-02,4,November,5164.0
1766,03-11-2022,South America,ERP,Partner,Consumer,8969.0,8,1790.0,No,2022-11-03,4,November,7179.0
1767,04-11-2022,North America,DevTools,Direct Sales,Consumer,5822.0,14,1071.0,Yes,2022-11-04,4,November,4751.0
1768,05-11-2022,North America,CRM,Direct Sales,Business,5321.0,14,1947.0,Yes,2022-11-05,4,November,3374.0
1769,06-11-2022,South America,DevTools,Online,Business,1688.0,2,897.0,Yes,2022-11-06,4,November,791.0
1770,07-11-2022,South America,Antivirus,Online,Consumer,7183.0,8,973.0,No,2022-11-07,4,November,6210.0
1771,08-11-2022,North America,CRM,Direct Sales,Business,7053.0,19,1880.0,No,2022-11-08,4,November,5173.0
1772,09-11-2022,Asia,Antivirus,Online,Consumer,9673.0,10,1954.0,No,2022-11-09,4,November,7719.0
1773,10-11-2022,Australia,CRM,Direct Sales,Consumer,3072.0,7,928.0,Yes,2022-11-10,4,November,2144.0
1774,11-11-2022,Australia,DevTools,Online,Consumer,7589.0,13,705.0,No,2022-11-11,4,November,6884.0
1775,12-11-2022,South America,Database,Partner,Consumer,4397.0,15,1639.0,Yes,2022-11-12,4,November,2758.0
1776,13-11-2022,Australia,ERP,Online,Consumer,5629.0,11,1894.0,Yes,2022-11-13,4,November,3735.0
1777,14-11-2022,North America,Antivirus,Partner,Consumer,8183.0,14,1401.0,Yes,2022-11-14,4,November,6782.0
1778,15-11-2022,North America,DevTools,Online,Business,2298.0,11,1452.0,No,2022-11-15,4,November,846.0
1779,16-11-2022,South America,Database,Online,Business,3494.0,2,1644.0,No,2022-11-16,4,November,1850.0
1780,17-11-2022,South America,DevTools,Direct Sales,Business,7756.0,2,730.0,No,2022-11-17,4,November,7026.0
1781,18-11-2022,South America,Antivirus,Online,Consumer,5748.0,12,1960.0,No,2022-11-18,4,November,3788.0
1782,19-11-2022,Asia,ERP,Online,Business,1015.0,15,1046.0,No,2022-11-19,4,November,-31.0
1783,20-11-2022,Australia,DevTools,Partner,Consumer,4359.0,17,1442.0,No,2022-11-20,4,November,2917.0
1784,21-11-2022,South America,CRM,Online,Consumer,5908.0,14,1203.0,Yes,2022-11-21,4,November,4705.0
1785,22-11-2022,Europe,Database,Direct Sales,Consumer,9104.0,16,1202.0,Yes,2022-11-22,4,November,7902.0
1786,23-11-2022,Europe,DevTools,Partner,Consumer,1966.0,8,1554.0,No,2022-11-23,4,November,412.0
1787,24-11-2022,North America,Database,Direct Sales,Business,8079.0,17,1992.0,No,2022-11-24,4,November,6087.0
1788,25-11-2022,Australia,CRM,Direct Sales,Business,1393.0,5,1489.0,No,2022-11-25,4,November,-96.0
1789,26-11-2022,South America,ERP,Direct Sales,Business,2498.0,12,1691.0,Yes,2022-11-26,4,November,807.0
1790,27-11-2022,Europe,ERP,Direct Sales,Consumer,2509.0,6,541.0,No,2022-11-27,4,November,1968.0
1791,28-11-2022,Australia,CRM,Partner,Business,8787.0,18,1716.0,Yes,2022-11-28,4,November,7071.0
1792,29-11-2022,North America,Database,Online,Business,2070.0,5,950.0,No,2022-11-29,4,November,1120.0
1793,30-11-2022,Asia,DevTools,Direct Sales,Business,7891.0,6,690.0,Yes,2022-11-30,4,November,7201.0
1794,01-12-2022,Australia,CRM,Partner,Consumer,4672.0,9,670.0,Yes,2022-12-01,4,December,4002.0
1795,02-12-2022,Australia,Antivirus,Direct Sales,Business,9991.0,15,1520.0,No,2022-12-02,4,December,8471.0
1796,03-12-2022,Asia,Database,Online,Consumer,8407.0,10,1996.0,Yes,2022-12-03,4,December,6411.0
1797,04-12-2022,Australia,ERP,Partner,Business,7423.0,17,1499.0,Yes,2022-12-04,4,December,5924.0
1798,05-12-2022,North America,CRM,Partner,Consumer,8720.0,19,894.0,Yes,2022-12-05,4,December,7826.0
1799,06-12-2022,North America,ERP,Online,Business,6377.0,12,805.0,Yes,2022-12-06,4,December,5572.0
1800,07-12-2022,Asia,Database,Partner,Business,8452.0,9,1289.0,No,2022-12-07,4,December,7163.0
1801,08-12-2022,South America,ERP,Online,Business,2685.0,15,598.0,Yes,2022-12-08,4,December,2087.0
1802,09-12-2022,Europe,CRM,Partner,Consumer,1067.0,14,1099.0,Yes,2022-12-09,4,December,-32.0
1803,10-12-2022,South America,Database,Partner,Business,6198.0,1,1499.0,Yes,2022-12-10,4,December,4699.0
1804,11-12-2022,Australia,Antivirus,Online,Business,4403.0,17,1951.0,No,2022-12-11,4,December,2452.0
1805,12-12-2022,Europe,CRM,Online,Consumer,4322.0,1,1138.0,No,2022-12-12,4,December,3184.0
1806,13-12-2022,Asia,DevTools,Partner,Consumer,5315.0,13,800.0,Yes,2022-12-13,4,December,4515.0
1807,14-12-2022,Asia,CRM,Partner,Consumer,3678.0,8,1726.0,No,2022-12-14,4,December,1952.0
1808,15-12-2022,Europe,Database,Online,Consumer,6298.0,13,1616.0,No,2022-12-15,4,December,4682.0
1809,16-12-2022,North America,CRM,Online,Business,403.0,16,1790.0,No,2022-12-16,4,December,-1387.0
1810,17-12-2022,Europe,Antivirus,Partner,Business,9702.0,2,822.0,No,2022-12-17,4,December,8880.0
1811,18-12-2022,Australia,Antivirus,Partner,Consumer,9255.0,13,1107.0,No,2022-12-18,4,December,8148.0
1812,19-12-2022,North America,DevTools,Partner,Business,9359.0,18,1972.0,No,2022-12-19,4,December,7387.0
1813,20-12-2022,Asia,ERP,Online,Consumer,3714.0,3,737.0,No,2022-12-20,4,December,2977.0
1814,21-12-2022,Europe,Database,Partner,Business,5366.0,13,1507.0,Yes,2022-12-21,4,December,3859.0
1815,22-12-2022,South America,Database,Direct Sales,Consumer,9546.0,19,856.0,Yes,2022-12-22,4,December,8690.0
1816,23-12-2022,South America,ERP,Online,Business,9033.0,13,1250.0,Yes,2022-12-23,4,December,7783.0
1817,24-12-2022,Australia,Antivirus,Partner,Consumer,7923.0,19,1701.0,No,2022-12-24,4,December,6222.0
1818,25-12-2022,South America,Antivirus,Online,Consumer,4133.0,4,1233.0,Yes,2022-12-25,4,December,2900.0
1819,26-12-2022,Europe,CRM,Direct Sales,Business,5687.0,19,1708.0,No,2022-12-26,4,December,3979.0
1820,27-12-2022,Europe,DevTools,Online,Business,7950.0,18,1140.0,No,2022-12-27,4,December,6810.0
1821,28-12-2022,South America,DevTools,Partner,Business,2803.0,6,1999.0,Yes,2022-12-28,4,December,804.0
1822,29-12-2022,Europe,DevTools,Direct Sales,Consumer,6302.0,19,1154.0,Yes,2022-12-29,4,December,5148.0
1823,30-12-2022,Australia,CRM,Direct Sales,Business,8297.0,4,724.0,Yes,2022-12-30,4,December,7573.0
1824,31-12-2022,North America,DevTools,Partner,Consumer,7104.0,4,1103.0,Yes,2022-12-31,4,December,6001.0
1825,01-01-2022,Australia,ERP,Partner,Business,4847.0,7,1614.0,No,2022-01-01,1,January,3233.0
1826,02-01-2022,Australia,CRM,Partner,Business,5888.0,7,1772.0,Yes,2022-01-02,1,January,4116.0
1827,03-01-2022,Europe,ERP,Online,Consumer,9888.0,16,1190.0,Yes,2022-01-03,1,January,8698.0
1828,04-01-2022,North America,CRM,Online,Consumer,6060.0,16,1392.0,No,2022-01-04,1,January,4668.0
1829,05-01-2022,Europe,DevTools,Online,Business,7878.0,5,1767.0,No,2022-01-05,1,January,6111.0
1830,06-01-2022,Asia,ERP,Partner,Consumer,7293.0,15,1720.0,No,2022-01-06,1,January,5573.0
1831,07-01-2022,Europe,ERP,Partner,Consumer,7045.0,4,1487.0,No,2022-01-07,1,January,5558.0
1832,08-01-2022,Europe,ERP,Online,Business,7192.0,13,1723.0,No,2022-01-08,1,January,5469.0
1833,09-01-2022,Europe,CRM,Direct Sales,Consumer,4599.0,19,1364.0,Yes,2022-01-09,1,January,3235.0
1834,10-01-2022,North America,Database,Online,Business,4794.0,7,507.0,Yes,2022-01-10,1,January,4287.0
1835,11-01-2022,Europe,DevTools,Direct Sales,Business,4732.0,12,562.0,No,2022-01-11,1,January,4170.0
1836,12-01-2022,North America,ERP,Partner,Consumer,429.0,9,1970.0,Yes,2022-01-12,1,January,-1541.0
1837,13-01-2022,South America,Database,Partner,Business,2487.0,17,717.0,No,2022-01-13,1,January,1770.0
1838,14-01-2022,Asia,DevTools,Online,Consumer,1630.0,2,1107.0,Yes,2022-01-14,1,January,523.0
1839,15-01-2022,North America,DevTools,Online,Business,8876.0,16,1901.0,Yes,2022-01-15,1,January,6975.0
1840,16-01-2022,South America,ERP,Partner,Consumer,2822.0,7,793.0,Yes,2022-01-16,1,January,2029.0
1841,17-01-2022,North America,ERP,Online,Consumer,1471.0,18,1766.0,Yes,2022-01-17,1,January,-295.0
1842,18-01-2022,North America,CRM,Partner,Consumer,1286.0,7,1727.0,Yes,2022-01-18,1,January,-441.0
1843,19-01-2022,Asia,Database,Partner,Consumer,7030.0,1,1979.0,No,2022-01-19,1,January,5051.0
1844,20-01-2022,Australia,Database,Direct Sales,Consumer,160.0,3,923.0,Yes,2022-01-20,1,January,-763.0
1845,21-01-2022,Australia,ERP,Online,Business,4766.0,11,973.0,Yes,2022-01-21,1,January,3793.0
1846,22-01-2022,North America,DevTools,Partner,Business,1277.0,15,1854.0,Yes,2022-01-22,1,January,-577.0
1847,23-01-2022,Europe,ERP,Online,Consumer,8512.0,3,851.0,Yes,2022-01-23,1,January,7661.0
1848,24-01-2022,South America,DevTools,Direct Sales,Business,9589.0,13,1322.0,No,2022-01-24,1,January,8267.0
1849,25-01-2022,Europe,DevTools,Direct Sales,Consumer,9592.0,4,1561.0,No,2022-01-25,1,January,8031.0
1850,26-01-2022,Europe,ERP,Online,Consumer,4475.0,8,908.0,No,2022-01-26,1,January,3567.0
1851,27-01-2022,North America,Antivirus,Online,Business,6481.0,4,1908.0,Yes,2022-01-27,1,January,4573.0
1852,28-01-2022,North America,Database,Partner,Business,6037.0,18,1499.0,No,2022-01-28,1,January,4538.0
1853,29-01-2022,North America,DevTools,Direct Sales,Consumer,3565.0,7,571.0,No,2022-01-29,1,January,2994.0
1854,30-01-2022,North America,DevTools,Direct Sales,Consumer,4496.0,11,704.0,No,2022-01-30,1,January,3792.0
1855,31-01-2022,Australia,Antivirus,Direct Sales,Consumer,737.0,4,786.0,No,2022-01-31,1,January,-49.0
1856,01-02-2022,North America,CRM,Online,Consumer,7977.0,13,867.0,Yes,2022-02-01,1,February,7110.0
1857,02-02-2022,Australia,Antivirus,Partner,Consumer,2484.0,9,1596.0,Yes,2022-02-02,1,February,888.0
1858,03-02-2022,Australia,Antivirus,Online,Consumer,4659.0,9,633.0,Yes,2022-02-03,1,February,4026.0
1859,04-02-2022,North America,DevTools,Online,Business,4858.0,19,1026.0,Yes,2022-02-04,1,February,3832.0
1860,05-02-2022,Asia,Database,Online,Consumer,5651.0,3,1867.0,No,2022-02-05,1,February,3784.0
1861,06-02-2022,South America,Antivirus,Partner,Consumer,8197.0,12,1335.0,Yes,2022-02-06,1,February,6862.0
1862,07-02-2022,Europe,CRM,Online,Business,6950.0,11,898.0,Yes,2022-02-07,1,February,6052.0
1863,08-02-2022,Australia,ERP,Direct Sales,Consumer,6664.0,11,1936.0,Yes,2022-02-08,1,February,4728.0
1864,09-02-2022,South America,Antivirus,Direct Sales,Consumer,5315.0,17,866.0,No,2022-02-09,1,February,4449.0
1865,10-02-2022,Asia,Antivirus,Direct Sales,Business,1050.0,14,1858.0,No,2022-02-10,1,February,-808.0
1866,11-02-2022,Europe,CRM,Partner,Consumer,4080.0,16,1589.0,No,2022-02-11,1,February,2491.0
1867,12-02-2022,Europe,Database,Online,Business,9577.0,10,1611.0,Yes,2022-02-12,1,February,7966.0
1868,13-02-2022,Australia,Antivirus,Partner,Consumer,9956.0,4,1647.0,Yes,2022-02-13,1,February,8309.0
1869,14-02-2022,North America,Antivirus,Online,Business,7332.0,10,1260.0,Yes,2022-02-14,1,February,6072.0
1870,15-02-2022,Asia,Database,Direct Sales,Business,2352.0,12,1722.0,Yes,2022-02-15,1,February,630.0
1871,16-02-2022,Australia,CRM,Online,Business,1109.0,9,1754.0,No,2022-02-16,1,February,-645.0
1872,17-02-2022,Asia,Antivirus,Online,Consumer,4206.0,15,1041.0,Yes,2022-02-17,1,February,3165.0
1873,18-02-2022,North America,Database,Online,Consumer,8580.0,9,1101.0,No,2022-02-18,1,February,7479.0
1874,19-02-2022,North America,Antivirus,Partner,Business,7246.0,7,1833.0,No,2022-02-19,1,February,5413.0
1875,20-02-2022,Australia,ERP,Online,Business,8851.0,12,1287.0,Yes,2022-02-20,1,February,7564.0
1876,21-02-2022,North America,DevTools,Online,Consumer,6196.0,14,1800.0,No,2022-02-21,1,February,4396.0
1877,22-02-2022,South America,ERP,Online,Consumer,1390.0,16,1440.0,Yes,2022-02-22,1,February,-50.0
1878,23-02-2022,Europe,Antivirus,Partner,Consumer,1236.0,19,1390.0,Yes,2022-02-23,1,February,-154.0
1879,24-02-2022,Australia,CRM,Partner,Consumer,575.0,3,546.0,Yes,2022-02-24,1,February,29.0
1880,25-02-2022,Asia,DevTools,Partner,Consumer,5714.0,11,917.0,Yes,2022-02-25,1,February,4797.0
1881,26-02-2022,South America,ERP,Online,Business,2505.0,19,1253.0,No,2022-02-26,1,February,1252.0
